DeviceObj,Circuit,Location,Debug,Three Phase
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.6,3099,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.7,3099,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.8,3100,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.9,3100,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.10,3100,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.11,3101,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.11,3101B,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.12,3101A,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.13,3101A,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.13,3101B,,
Hand Dryer,MWSB.8.DL.7.L41D.25.T1D.L1D.14,3106,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.15,3105A,,
Spare at 3105A,MWSB.8.DL.7.L41D.25.T1D.L1D.16,3105A,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.17,3105,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.18,3104,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.19,3103,,
Outlets corr,MWSB.8.DL.7.L41D.25.T1D.L1D.20,3129,,
Outlets corr,MWSB.8.DL.7.L41D.25.T1D.L1D.20,3108,,
Water Cooler corr,MWSB.8.DL.7.L41D.25.T1D.L1D.20,3028,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.21,3030,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.21,3103,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.22,3030,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.23,3030,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.24,3029,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.25,3029,,
Outlets,MWSB.8.DL.7.L41D.25.T1D.L1D.26,3029,,
Outlets corr,MWSB.8.DL.7.L41D.25.T1D.L1D.27,3028,,
Outlets Bathroom,MWSB.8.DL.7.L41D.25.T1D.L1D.27,3106,,
Storage,MWSB.8.DL.7.L41D.25.T1D.L1D.27,272-01,,
Acid neutralization system,MWSB.8.DL.7.L41D.25.T1D.L1D.28,,,
Vestibule Lights,MWSB.8.DL.7.L41D.25.T1D.L1D.30,3027,,
Lights C1 Stairs,MWSB.8.DL.7.L41D.25.T1D.L1D.32,,,
Lights,MWSB.8.DL.8.L42.2,4075,,
Lights,MWSB.8.DL.8.L42.3,4074,,
Lights,MWSB.8.DL.8.L42.4,4090,,
Lights,MWSB.8.DL.8.L42.5,4092,,
Lights,MWSB.8.DL.8.L42.6,4076,,
Lights,MWSB.8.DL.8.L42.6,4077,,
Lights,MWSB.8.DL.8.L42.6,4093,,
Lights,MWSB.8.DL.8.L42.7,4094,,
Lights,MWSB.8.DL.8.L42.8,4095,,
Lights,MWSB.8.DL.8.L42.9,4011,,
Lights,MWSB.8.DL.8.L42.9,4012,,
Lights,MWSB.8.DL.8.L42.9,4013,,
Lights,MWSB.8.DL.8.L42.9,4015,,
Lights,MWSB.8.DL.8.L42.9,4015A,,
Lights,MWSB.8.DL.8.L42.10,4006,,
Lights,MWSB.8.DL.8.L42.11,4007,,
Lights,MWSB.8.DL.8.L42.12,4008,,
Night Lights corr,MWSB.8.DL.8.L42.13,4071,,
Night Lights corr,MWSB.8.DL.8.L42.13,4072A,,
Night Lights corr,MWSB.8.DL.8.L42.14,4071,,
Night Lights corr,MWSB.8.DL.8.L42.14,4072A,,
Bypass Relays,MWSB.8.DL.8.L42.14,,,
Night Lights corr,MWSB.8.DL.8.L42.15,4009,,
Night Lights corr,MWSB.8.DL.8.L42.15,4072,,
Lights corr,MWSB.8.DL.8.L42.16,4009,,
Lights corr,MWSB.8.DL.8.L42.16,4072,,
Lights,MWSB.8.DL.8.L42.17,4005,,
Lights,MWSB.8.DL.8.L42.18,4014,,
Lights,MWSB.8.DL.8.L42.19,4016,,
Flood Light Teachers Entrance,MWSB.8.DL.8.L42.20,,400W Floodlight Sensor Controlled,
Fan F-46,MWSB.8.DL.8.L42.27,,,X
Fan F-46,MWSB.8.DL.8.L42.29,,,X
Fan F-46,MWSB.8.DL.8.L42.31,,,X
Outlets (Copier),MWSB.8.DL.8.L42.34.T2.L2.1,4076,Copier RM4076,
Outlets corr,MWSB.8.DL.8.L42.34.T2.L2.2,4072,,
Water Cooler corr,MWSB.8.DL.8.L42.34.T2.L2.2,4072,,
Outlet corr,MWSB.8.DL.8.L42.34.T2.L2.2,4073,,
Water Cooler corr,MWSB.8.DL.8.L42.34.T2.L2.2,4073,,
Hand Dryer,MWSB.8.DL.8.L42.34.T2.L2.3,4073,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.4,4074,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.5,4074,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.6,4074,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.7,4075,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.8,4075,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.9,4075,,
Outlets Center bench (South),MWSB.8.DL.8.L42.34.T2.L2.10,4075,,
Outlets Center bench (North),MWSB.8.DL.8.L42.34.T2.L2.11,4075,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.12,4076,,
Outlets,MWSB.8.DL.8.L42.34.T2.L2.13,4077,,
Roof Condenser for Tutor Room,MWSB.8.DL.8.L42.34.T2.L2.14,,,
Roof Fan F-44,MWSB.8.DL.8.L42.34.T2.L2.15,,,
Roof Condenser for Tutor Room,MWSB.8.DL.8.L42.34.T2.L2.16,,,
Roof Outlets ACCU4,MWSB.8.DL.8.L42.34.T2.L2.17,,,
Roof Outlets ACCU5,MWSB.8.DL.8.L42.34.T2.L2.17,,,
Roof Condenser for Tutor Room,MWSB.8.DL.8.L42.34.T2.L2.18,,,
Lights,MWSB.8.DL.9.L4GB.3,1052,,
Lights,MWSB.8.DL.9.L4GB.3,1053,,
Lights cafeteria,MWSB.8.DL.9.L4GB.4,1088,,
Lights cafeteria,MWSB.8.DL.9.L4GB.5,1088,,
Lights cafeteria,MWSB.8.DL.9.L4GB.5,1091,,
Lights cafeteria,MWSB.8.DL.9.L4GB.5,1092A,,
Lights cafeteria,MWSB.8.DL.9.L4GB.5,1097A,,
Lights cafeteria,MWSB.8.DL.9.L4GB.5,1097B,1097B corridor,
Lights Corr,MWSB.8.DL.9.L4GB.5,,,
Lights,MWSB.8.DL.9.L4GB.12,1078,,
Lights,MWSB.8.DL.9.L4GB.12,1079,,
Lights,MWSB.8.DL.9.L4GB.12,1081,,
Lights,MWSB.8.DL.9.L4GB.12,1082,,
Lights,MWSB.8.DL.9.L4GB.12,1089,,
Lights TV Studio,MWSB.8.DL.9.L4GB.15,1101,,
Lights Small office,MWSB.8.DL.9.L4GB.15,1098,,
Roof Fan F-50,MWSB.8.DL.9.L4GB.17,,,X
Roof Fan F-50,MWSB.8.DL.9.L4GB.19,,,X
Roof Fan F-50,MWSB.8.DL.9.L4GB.21,,,X
Roof Fan F-51,MWSB.8.DL.9.L4GB.23.TGB.LGB.1,,,X
Roof Fan F-54,MWSB.8.DL.9.L4GB.23.TGB.LGB.1,,,X
Roof Fan F-55,MWSB.8.DL.9.L4GB.23.TGB.LGB.1,,,X
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.2,1104,,
Outlets corr,MWSB.8.DL.9.L4GB.23.TGB.LGB.2,,,
Outlets Tele,MWSB.8.DL.9.L4GB.23.TGB.LGB.3,1156,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.4,1100,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.5,1100,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.6,1100,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.7,1098,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.8,1098,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.9,1101,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.10,1081,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.11,1082,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.12,1079,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.12,1080,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.13,1094,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.13,1096,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.13,1096A,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.13,1099,,
Hand Dryer,MWSB.8.DL.9.L4GB.23.TGB.LGB.14,1094,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.15,1091,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.15,1097A,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.15,1097B,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.16,1093,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.17,1093,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.18,1092,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.18,1093,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.19,1092,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.20,1092A,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.21,1092A,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.22,1088,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.22,1088,,
Outlets Mezz,MWSB.8.DL.9.L4GB.23.TGB.LGB.23,2020,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.24,1088,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.25,1088,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.25,1092,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.26,1091,,
UV,MWSB.8.DL.9.L4GB.23.TGB.LGB.26,1093,,
Rooftop ACCU controls,MWSB.8.DL.9.L4GB.23.TGB.LGB.27,,,
Lights,MWSB.8.DL.9.L4GB.23.TGB.LGB.28,1100,,
Outlets roof,MWSB.8.DL.9.L4GB.23.TGB.LGB.29,,,
Lights,MWSB.8.DL.9.L4GB.23.TGB.LGB.30,1100,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.31,1093,,
Outlets,MWSB.8.DL.9.L4GB.23.TGB.LGB.32,1093,,
Rooftop ACCU controls,MWSB.8.DL.9.L4GB.23.TGB.LGB.33,,,
Water Cooler,MWSB.8.DL.9.L4GB.23.TGB.LGB.34,1088,,
Lights,MWSB.8.DL.9.L4GB.23.TGB.LGB.35,1100,,
Destratification fans,MWSB.8.DL.9.L4GB.23.TGB.LGB.36,1088,,
Handicap Door Operator cafeteria,MWSB.8.DL.9.L4GB.23.TGB.LGB.39,1088,,
Lights,MWSB.8.DL.10.L41C.1,3089,,
Lights,MWSB.8.DL.10.L41C.2,3090,,
Lights,MWSB.8.DL.10.L41C.3,3092,,
Lights,MWSB.8.DL.10.L41C.4,3098,,
Lights,MWSB.8.DL.10.L41C.5,3088,,
Lights,MWSB.8.DL.10.L41C.6,3087A,,
Lights,MWSB.8.DL.10.L41C.6,3087,,
Lights,MWSB.8.DL.10.L41C.7,3033,,
Lights,MWSB.8.DL.10.L41C.7,3031,,
Lights corr,MWSB.8.DL.10.L41C.8,,,
Night Lights corr,MWSB.8.DL.10.L41C.9,,,
Lights,MWSB.8.DL.10.L41C.10,3030,,
Lights,MWSB.8.DL.10.L41C.11,3029,,
Lights,MWSB.8.DL.10.L41C.12,3028,,
Lights,MWSB.8.DL.10.L41C.12,3103,,
Lights,MWSB.8.DL.10.L41C.13,3033,,
Roof Fan F-36,MWSB.8.DL.10.L41C.22.T1C.L1C.1,,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.2,3063,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.3,3057,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.3,3060C,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.4,3062,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.5,3061,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.6,3080,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.7,3078,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.8,3075,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.8,3057,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.9,3081,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.10,3081,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.10,3085,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.11,3075,,
Outlets Copy Machine,MWSB.8.DL.10.L41C.22.T1C.L1C.12,3087,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.13,3086,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.14,3087,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1C.14,3077,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.15,3088,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.16,3088,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.17,3088,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.18,3089,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.19,3089,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.20,3089,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.21,3090,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.22,3090,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.23,3090,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.24,3092,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.25,3092,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.26,3092,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.27,3033,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.28,3033,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.29,3033,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.30,3033,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.31,3033,,
Contactor Controls,MWSB.8.DL.10.L41C.22.T1C.L1C.31,,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.32,3031,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.33,3031,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1C.34,3095,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.35,3097,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.35,3047,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.35,3093,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.35,309,309?,
Outlets water coolers,MWSB.8.DL.10.L41C.22.T1C.L1C.35,3047,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1C.36,3084,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.37,3077,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.37,3084,,
Outlets,MWSB.8.DL.10.L41C.22.T1C.L1C.37,3085,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1C.39,3094,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1C.41,3093,,
Hand Dryer,MWSB.8.DL.10.L41C.22.T1C.L1CA.1,3085,,
UV,MWSB.8.DL.10.L41C.22.T1C.L1CA.2,3088,,
UV,MWSB.8.DL.10.L41C.22.T1C.L1CA.3,3089,,
UV,MWSB.8.DL.10.L41C.22.T1C.L1CA.3,3090,,
UV,MWSB.8.DL.10.L41C.22.T1C.L1CA.4,3092,,
Rizzo Machine,MWSB.8.DL.10.L41C.22.T1C.L1CA.5,3035,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.6,3037,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.8,3037,,
Lights Exterior soffit (East),MWSB.8.DL.10.L41C.22.T1C.L1CA.9,,,
Timeclock,MWSB.8.DL.10.L41C.22.T1C.L1CA.9,3097A,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.10,3037,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.12,3037,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.14,3037,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.16,3037,,
Telepole,MWSB.8.DL.10.L41C.22.T1C.L1CA.18,3037,,
Lights Dishwashing Area,MWSB.8.DL.12.LGB.1,,,
Lights Storage ,MWSB.8.DL.12.LGB.2,,,
Lights Paper Storage Room,MWSB.8.DL.12.LGB.2,,,
Fan Exhaust F-55,MWSB.8.DL.12.LGB.4,,,
Fan Exhaust F-56,MWSB.8.DL.12.LGB.9,,,
Lights Southern Cafeteria (East),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.1,,,
Lights Southern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.2,,,
Lights Southern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.3,,,
Lights Southern Cafeteria (East),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.4,,,
Lights Cafeteria Center Mezz South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.5,,,
Lights Southern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.6,,,
Lights Southern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.7,,,
Lights (Cafeteria Center Mezz South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.8,,,
Lights Southern Cafeteria (West),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.9,,,
Lights Southern Cafeteria (West),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.10,,,
Lights Northern Cafeteria (East),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.11,,,
Lights Northern Cafeteria (East),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.12,,,
Lights Northern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.13,,,
Lights Northern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.14,,,
Lights Northern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.15,,,
Lights Northern Cafeteria (High Hats),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.16,,,
Lights (Cafeteria Center Mezz),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.17,,,
Lights Northern Cafeteria (West),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.18,,,
Lights (Cafeteria Center Mezz),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.19,,,
Lights (Cafeteria West),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.20,,,
Lights Cafeteria Main Vestibule,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.21,,,
Lights (Cafeteria Center Mezz North +ACY- South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.22,,,
Lights (Cafeteria Center Mezz North +ACY- South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.23,,,
Lights (Cafeteria Center Mezz South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.24,,,
Lights (Cafeteria Center Mezz North),MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.25,,,
Outlets Northern Cafeteria,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.26,,,
Outlets Northern Cafeteria ,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.27,,,
Outlets (South) Ice Cream Machine,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.28,,,
Outlets Southern Cafeteria ,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.29,,,
Lights Northern Serving Area,MWSB.8.DL.12.LGB.5.TLGC.LGC-Left.30,,,
Lights Deli,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.31,,,
Lights Serving Area (North),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.32,,,
Emergency Battery ,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.32,,,
Lights (South Serving Area),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.33,,,
Lights (South Serving Area),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.34,,,
Lights (South Serving Area),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.35,,,
Lights Mechanical Room,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.36,,,
Lights Kitchen Hood,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.37,,,
Lights Rail Outside Bridge +ACY- 2 under,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.38,,,
Amplifier Power Cafe,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.39,,,
Salad Cooler,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.40,,,
Salad Cooler,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.41,,,
Pump Hot Water Mechanical Room,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.42,,,
Outlets Center Mezzanine,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.43,,,
Outlets Crawlspace,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.44,,,
Outlets Duplex South,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.45,,,
Lights North Serving Area,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.46,,,
Incinerator,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.47,,,
Convection oven (Bottom),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.48,,,
