DeviceObj,Circuit,Location,Debug,Three Phase
Convection oven (Top),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.49,,,
Guidance Office,MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.50,,,
Milk cooler (South),MWSB.8.DL.12.LGB.5.TLGC.LGC-Right.51,,,
Lights,MWSB.8.DL.13.L41B.1,3015,,
Lights,MWSB.8.DL.13.L41B.1,3015A,,
Lights,MWSB.8.DL.13.L41B.2,3014,,
Lights,MWSB.8.DL.13.L41B.3,3013,,
Lights,MWSB.8.DL.13.L41B.4,3012,,
Lights,MWSB.8.DL.13.L41B.5,3055,,
Lights,MWSB.8.DL.13.L41B.5,3055A,,
Lights,MWSB.8.DL.13.L41B.5,3055B,,
Lights,MWSB.8.DL.13.L41B.5,3056,,
Lights,MWSB.8.DL.13.L41B.5,3058,,
Lights,MWSB.8.DL.13.L41B.5,3059,,
Lights,MWSB.8.DL.13.L41B.5,3060,,
Lights,MWSB.8.DL.13.L41B.5,3054,,
Lights,MWSB.8.DL.13.L41B.6,3048,,
Lights,MWSB.8.DL.13.L41B.6,3048A,,
Lights,MWSB.8.DL.13.L41B.6,3049,,
Lights,MWSB.8.DL.13.L41B.6,3050,,
Lights,MWSB.8.DL.13.L41B.6,3051,,
Lights,MWSB.8.DL.13.L41B.6,3052,,
Lights,MWSB.8.DL.13.L41B.6,3076,,
Lights,MWSB.8.DL.13.L41B.6,3076A,,
Lights,MWSB.8.DL.13.L41B.7,3064,,
Lights,MWSB.8.DL.13.L41B.7,3065,,
Lights,MWSB.8.DL.13.L41B.7,3066,,
Lights,MWSB.8.DL.13.L41B.7,3067,,
Lights,MWSB.8.DL.13.L41B.7,3068,,
Lights,MWSB.8.DL.13.L41B.7,3069,,
Lights,MWSB.8.DL.13.L41B.7,3070,,
Lights,MWSB.8.DL.13.L41B.7,3071,,
Lights,MWSB.8.DL.13.L41B.7,3072,,
Lights,MWSB.8.DL.13.L41B.7,3073,,
Lights,MWSB.8.DL.13.L41B.7,3074,,
Lights,MWSB.8.DL.13.L41B.8,3044,,
Lights,MWSB.8.DL.13.L41B.8,3045,,
Lights,MWSB.8.DL.13.L41B.8,3130,,
Lights,MWSB.8.DL.13.L41B.9,3057,,
Lights,MWSB.8.DL.13.L41B.9,3078,,
Lights,MWSB.8.DL.13.L41B.9,3080,,
Lights,MWSB.8.DL.13.L41B.9,3061,,
Lights,MWSB.8.DL.13.L41B.9,3062,,
Lights,MWSB.8.DL.13.L41B.9,3063,,
Lights,MWSB.8.DL.13.L41B.11,3016A,,
Lights,MWSB.8.DL.13.L41B.11,3020,,
Lights,MWSB.8.DL.13.L41B.11,3021,,
Lights,MWSB.8.DL.13.L41B.11,3022,,
Lights,MWSB.8.DL.13.L41B.11,3023,,
Lights,MWSB.8.DL.13.L41B.12,3024,,
Lights,MWSB.8.DL.13.L41B.12,3025,,
Spare at Library,MWSB.8.DL.13.L41B.14,3037,,
Lights,MWSB.8.DL.13.L41B.15,3039,,
Lights,MWSB.8.DL.13.L41B.15,3040,,
Lights,MWSB.8.DL.13.L41B.15,3042,,
Roof Fan F-37,MWSB.8.DL.13.L41B.26.T1B.L1B.1,,,
Roof Fan F-39B,MWSB.8.DL.13.L41B.26.T1B.L1B.1,,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.2,3013,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.3,3013,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.4,3013,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.5,3015A,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.6,3015,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.8,3014,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.9,3014,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.10,3014,,
Copier,MWSB.8.DL.13.L41B.26.T1B.L1B.11,,,
Outlets corr,MWSB.8.DL.13.L41B.26.T1B.L1B.12,3026,,
Outlets corr,MWSB.8.DL.13.L41B.26.T1B.L1B.12,3046,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.13,3048,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.13,3048A,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.13,3049,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.14,3049,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.15,3050,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.16,3048A,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.16,3050,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.16,3076,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.17,3048A,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.17,3051,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.17,3052,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.18,3071,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.19,3070,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.20,3074,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.21,3073,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.22,3072,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.23,3076,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.23,3076B,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.23,3054,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.24,3076,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.25,3069,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.26,3068,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.27,3067,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.28,3054,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.28,3055,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.29,3055,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.30,3055A,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.30,3055B,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.30,3060,,
Outlets Refrigerator,MWSB.8.DL.13.L41B.26.T1B.L1B.30,3066,3066 (Refrigerator),
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.31,3059,,
Outlets,MWSB.8.DL.13.L41B.26.T1B.L1B.32,3066,,
Outlets Microwave,MWSB.8.DL.13.L41B.26.T1B.L1B.33,3050,,
Hand Dryer,MWSB.8.DL.13.L41B.26.T1B.L1B.34,3055A,,
Hand Dryer,MWSB.8.DL.13.L41B.26.T1B.L1B.35,3055B,,
Outlets Refrigerator,MWSB.8.DL.13.L41B.26.T1B.L1B.36,3050,3050 (Refrigerator),
Hand Dryer,MWSB.8.DL.13.L41B.26.T1B.L1B.37,3051,,
Hand Dryer,MWSB.8.DL.13.L41B.26.T1B.L1B.39,3052,,
Spare in duct chase level 4,MWSB.8.DL.13.L41B.26.T1B.L1B.41,,,
Lights,MWSB.8.DL.14.L41.2,3011,,
Lights,MWSB.8.DL.14.L41.3,3010,,
Lights,MWSB.8.DL.14.L41.4,3008,,
Lights,MWSB.8.DL.14.L41.4,3009,,
Lights,MWSB.8.DL.14.L41.4,3007A,,
Lights Night Corr,MWSB.8.DL.14.L41.5,3109,,
Lights Night Corr,MWSB.8.DL.14.L41.5,3106,,
Lights Night Corr,MWSB.8.DL.14.L41.6,3018,,
Lights Night Corr,MWSB.8.DL.14.L41.6,3019,,
Lights,MWSB.8.DL.14.L41.6,3109,,
Lights,MWSB.8.DL.14.L41.6,3108,,
Lights,MWSB.8.DL.14.L41.6,3107,,
Lights,MWSB.8.DL.14.L41.6,3106,,
Lights,MWSB.8.DL.14.L41.7,3126,,
Lights,MWSB.8.DL.14.L41.7,3128,,
Lights,MWSB.8.DL.14.L41.8,3127,,
Lights,MWSB.8.DL.14.L41.10,3125,,
Lights,MWSB.8.DL.14.L41.11,3124,,
Lights,MWSB.8.DL.14.L41.12,3114,,
Lights,MWSB.8.DL.14.L41.13,3113,,
Lights,MWSB.8.DL.14.L41.14,3112,,
Lights,MWSB.8.DL.14.L41.15,3110,,
Lights Night Corr,MWSB.8.DL.14.L41.16,3110,,
Exterior Lights TC-8,MWSB.8.DL.14.L41.19,,,
Timeclock Science Wing,MWSB.8.DL.14.L41.19,,,
F-42,MWSB.8.DL.14.L41.21,,,X
F-42,MWSB.8.DL.14.L41.23,,,X
F-42,MWSB.8.DL.14.L41.25,,,X
Outlets,MWSB.8.DL.14.L41.27.T1.L1.2,3025,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.3,3025,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.4,3025,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.5,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.6,3024,,
Contactor Control,MWSB.8.DL.14.L41.27.T1.L1.6,,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.7,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.8,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.9,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.10,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.10,3025,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.11,3025,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.12,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.13,3024,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.14,3020,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.15,3020,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.15,3023,,
Outlets Water Cooler Corridor,MWSB.8.DL.14.L41.27.T1.L1.16,3026,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.17,3021,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.17,3022,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.18,3018,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.18,3020,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.19,3019,,
Hand Dryer,MWSB.8.DL.14.L41.27.T1.L1.20,3017,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.21,3012,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.22,3012,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.23,3012,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.24,3011,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.25,3011,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.26,3011,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.27,3010,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.28,3010,,
Outlets,MWSB.8.DL.14.L41.27.T1.L1.29,3010,,
Outlets Corr,MWSB.8.DL.14.L41.27.T1.L1.30,3016,,
Hand Dryer,MWSB.8.DL.14.L41.27.T1.L1.31,3021,,
Hand Dryer,MWSB.8.DL.14.L41.27.T1.L1.33,3022,,
Cooktop,MWSB.8.DL.14.L41.27.T1.L1.39,3025,,
Outlets Dishwasher,MWSB.8.DL.14.L41.27.T1.L1.40,3025,,
Cooktop,MWSB.8.DL.14.L41.27.T1.L1.41,3025,,
Outlets Refrigerator,MWSB.8.DL.14.L41.27.T1.L1.42,3025,,
150 KVA theater dimmer,MWSB.9.AMDP.5,,,
Handicap Elevator,MWSB.9.AMDP.8,,,
75 KVA house dimmer,MWSB.9.AMDP.9,,,
RTU-6,MWSB.9.AMDP.3.HSHTA.1,,,
RTU-4,MWSB.9.AMDP.3.HSHTA.2,,,
RTU-3,MWSB.9.AMDP.3.HSHTA.3,,,
CUH ramp,MWSB.9.AMDP.3.HSHTA.5,3054,,
RTU-5,MWSB.9.AMDP.3.HSHTA.6,,,
CUH ramp,MWSB.9.AMDP.3.HSHTA.7,3050,,
CUH vest ,MWSB.9.AMDP.3.HSHTA.8,1038,,
CUH corr,MWSB.9.AMDP.3.HSHTA.9,1049,,
CUH vest,MWSB.9.AMDP.3.HSHTA.10,1038,,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.13,1039,C1039,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.13,1044,,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.14,1048,C1048,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.15,1040,C1040,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.16,1048,C1048,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.17,1047,C1047,
Baseboard (BB) heat,MWSB.9.AMDP.3.HSHTA.18,1048,C1048,
Baseboard (BB) heat CUH corr,MWSB.9.AMDP.3.HSHTA.19,1052,C1052,
Baseboard (BB) heat CUH corr,MWSB.9.AMDP.3.HSHTA.21,1053,C1053,
RTU-7,MWSB.9.AMDP.4.HSHTB.1,,,
CUH vest,MWSB.9.AMDP.4.HSHTB.2,1073,C1073,
CUH corr,MWSB.9.AMDP.4.HSHTB.3,1054,C1054,
CUH vest,MWSB.9.AMDP.4.HSHTB.4,1073,C1073,
RTU-8,MWSB.9.AMDP.4.HSHTB.5,,,
CUH ramp,MWSB.9.AMDP.4.HSHTB.6,3055,C3055,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.9,1074,C1074,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.9,1075,C1074,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.9,1076,C1076,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.10,1078,C1078,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.10,1080,C1080,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.10,1082,C1082,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.10,1084,C1084,
CUH corr,MWSB.9.AMDP.4.HSHTB.11,1055,C1055,
Baseboard (BB) heat Stage,MWSB.9.AMDP.4.HSHTB.12,1066,C1066,
CUH corr,MWSB.9.AMDP.4.HSHTB.13,1056,C1056,
Baseboard (BB) heat Stage,MWSB.9.AMDP.4.HSHTB.14,1066,C1066,
CUH corr,MWSB.9.AMDP.4.HSHTB.15,1057,C1057,
Baseboard (BB) heat Stage,MWSB.9.AMDP.4.HSHTB.16,1066,C1066,
Baseboard (BB) heat,MWSB.9.AMDP.4.HSHTB.17,1069,C1069,
Theatre Arts Lights,MWSB.9.AMDP.4.HSHLB.1,,,
Lights Corr,MWSB.9.AMDP.4.HSHLB.2,1054,CC corr C1054,
Theatre Arts Lights,MWSB.9.AMDP.4.HSHLB.3,,,
Lights Corr,MWSB.9.AMDP.4.HSHLB.4,1049,CC corr C1049,
Theatre Arts Lights,MWSB.9.AMDP.4.HSHLB.5,,,
Lights (Hall lighting pipe),MWSB.9.AMDP.4.HSHLB.6,,,
Lights Mezzanine,MWSB.9.AMDP.4.HSHLB.7,,,
Lights Costume Room,MWSB.9.AMDP.4.HSHLB.8,,,
Lights Props Room,MWSB.9.AMDP.4.HSHLB.8,,,
Lights Custodian Room,MWSB.9.AMDP.4.HSHLB.8,,,
Lights Coat Rm +IBw-B+IB0- Electric Rm,MWSB.9.AMDP.4.HSHLB.10,,,
Lights Coat +ACY- Closet,MWSB.9.AMDP.4.HSHLA.3,,,
Lights,MWSB.9.AMDP.4.HSHLA.4,1040,CC C1040,
Lights,MWSB.9.AMDP.4.HSHLA.4,1044,CC C1044,
Lights,MWSB.9.AMDP.4.HSHLA.4,1045,CC C1045,
Lights,MWSB.9.AMDP.4.HSHLA.4,1046,CC C1046,
Lights,MWSB.9.AMDP.4.HSHLA.4,1047,CC C1047,
Lights Music,MWSB.9.AMDP.4.HSHLA.5,1048,CC Music 1124,
Lights,MWSB.9.AMDP.4.HSHLA.6,1044,CC C1044,
Lights,MWSB.9.AMDP.4.HSHLA.6,1045,CC C1045,
Lights,MWSB.9.AMDP.4.HSHLA.6,1046,CC C1046,
Lights,MWSB.9.AMDP.4.HSHLA.6,1047,CC C1047,
Lights,MWSB.9.AMDP.4.HSHLA.7,1048,CC Music-1048,
Lights Main Entrance,MWSB.9.AMDP.4.HSHLA.8,,,
Lights Control Room,MWSB.9.AMDP.4.HSHLA.9,,,
Lights Corr Indirect,MWSB.9.AMDP.4.HSHLA.10,1049,CC Indirect corr C1049,
Ticket Office Constant Feed,MWSB.9.AMDP.4.HSHLA.11,,CC Ticket Office constant feed 1109,
Lights Corr Indirect,MWSB.9.AMDP.4.HSHLA.12,1050,CC Indirect corr C1050,
Lights (Grid),MWSB.9.AMDP.4.HSHLA.13,,,
Heaters T.V.,MWSB.9.AMDP.4.HSHLA.14,,,
T.V. Dept Store Rm.,MWSB.9.AMDP.4.HSHLA.15,,,
Lights Power Room,MWSB.9.AMDP.4.HSHLA.16,,,
Outlets,MWSB.9.AMDP.10.TTV.HSLAsec1.1,1051,CC Corr TV C1051,
Outlets Corridor ,MWSB.9.AMDP.10.TTV.HSLAsec1.2,,,
Outlets Auditorium,MWSB.9.AMDP.10.TTV.HSLAsec1.2,,,
Outlets,MWSB.9.AMDP.10.TTV.HSLAsec1.3,1051,CC Corr TV C1051,
Outlets Corridor ,MWSB.9.AMDP.10.TTV.HSLAsec1.4,,,
Outlets Auditorium,MWSB.9.AMDP.10.TTV.HSLAsec1.4,,,
Outlets,MWSB.9.AMDP.10.TTV.HSLAsec1.5,1051,CC Corr TV C1051,
Outlets Corridor,MWSB.9.AMDP.10.TTV.HSLAsec1.6,,,
Outlets Auditorium,MWSB.9.AMDP.10.TTV.HSLAsec1.6,,,
Outlets Coat Room,MWSB.9.AMDP.10.TTV.HSLAsec1.7,,,
Outlets Upper Studio ,MWSB.9.AMDP.10.TTV.HSLAsec1.7,,,
Outlets Conf,MWSB.9.AMDP.10.TTV.HSLAsec1.8,,,
Outlets Prac,MWSB.9.AMDP.10.TTV.HSLAsec1.8,,,
Roof Fan F-29,MWSB.9.AMDP.10.TTV.HSLAsec1.9,,,X
Roof Fan F-30,MWSB.9.AMDP.10.TTV.HSLAsec1.9,,,X
Outlets Instrument Room,MWSB.9.AMDP.10.TTV.HSLAsec1.10,,,
Fan F-33,MWSB.9.AMDP.10.TTV.HSLAsec1.11,,,X
Fan F-36,MWSB.9.AMDP.10.TTV.HSLAsec1.11,,,X
Outlets Instrument Room,MWSB.9.AMDP.10.TTV.HSLAsec1.12,,,
Lights Aisle Sound Room Side,MWSB.9.AMDP.10.TTV.HSLAsec1.13,,,
Lights Outside Wall,MWSB.9.AMDP.10.TTV.HSLAsec1.14,,,
Exit Lights Corr,MWSB.9.AMDP.10.TTV.HSLAsec1.15,1051,CC Exit cor 1051,
Lights Front Entry,MWSB.9.AMDP.10.TTV.HSLAsec1.16,,,
Lights Wall,MWSB.9.AMDP.10.TTV.HSLAsec1.16,,,
Lights Ramp (Type B Lights),MWSB.9.AMDP.10.TTV.HSLAsec1.17,3050,CC Ramp 3050,
Outlets (Collins Center),MWSB.9.AMDP.10.TTV.HSLAsec1.17,,,
Lights Entry Pole,MWSB.9.AMDP.10.TTV.HSLAsec1.18,,,
Lights Ramp,MWSB.9.AMDP.10.TTV.HSLAsec1.19,3054,CC Ramp 3054,
Lights Ramp (val),MWSB.9.AMDP.10.TTV.HSLAsec1.19,3055,CC Ramp 3055,
Outlets Sound Room,MWSB.9.AMDP.10.TTV.HSLAsec1.20,,,
Lights Stairway,MWSB.9.AMDP.10.TTV.HSLAsec1.21,1059,CC Stairway 1059,
Outlets Ramp,MWSB.9.AMDP.10.TTV.HSLAsec1.22,3054,CC Ramp 3054,
Outlet Men+IBk-s Room,MWSB.9.AMDP.10.TTV.HSLAsec1.22,,,
Outlet Cust. Closet,MWSB.9.AMDP.10.TTV.HSLAsec1.22,,,
Contactor Control,MWSB.9.AMDP.10.TTV.HSLAsec1.23,,,
Outlet Amplifier Sound Rm.,MWSB.9.AMDP.10.TTV.HSLAsec1.24,,,
Motorized Partition,MWSB.9.AMDP.10.TTV.HSLAsec2.25,,,
Motorized Partition,MWSB.9.AMDP.10.TTV.HSLAsec2.27,,,
Typing Room Recording,MWSB.9.AMDP.10.TTV.HSLAsec2.29,,,
Toilets,MWSB.9.AMDP.10.TTV.HSLAsec2.30,1041,CC Bathroom 1041,
Toilets,MWSB.9.AMDP.10.TTV.HSLAsec2.30,1043,CC Bathroom 1043,
Toilets,MWSB.9.AMDP.10.TTV.HSLAsec2.30,1061,CC Bathroom 1061,
Outlet Auditorium Projection,MWSB.9.AMDP.10.TTV.HSLAsec2.31,,,
Firemen's Control Panel,MWSB.9.AMDP.10.TTV.HSLAsec2.32,,110V,
Lights Catwalk (Type P),MWSB.9.AMDP.10.TTV.HSLAsec2.33,,,
Pump Emergency Sprinkler,MWSB.9.AMDP.10.TTV.HSLAsec2.34,,,
Lights Catwalk (Main),MWSB.9.AMDP.10.TTV.HSLAsec2.35,,,
Fan F-36,MWSB.9.AMDP.10.TTV.HSLAsec2.36,,,X
Electric Water Cooler,MWSB.9.AMDP.10.TTV.HSLAsec2.36,1049,,
Outlets Catwalk (Main),MWSB.9.AMDP.10.TTV.HSLAsec2.37,,,
Fan F-36,MWSB.9.AMDP.10.TTV.HSLAsec2.38,,,X
Outlets (Follow Light/+IBw-Lite Pole+IB0-),MWSB.9.AMDP.10.TTV.HSLAsec2.39,,,
Lights Catwalk (Main),MWSB.9.AMDP.10.TTV.HSLAsec2.41,,,
T.V. Office,MWSB.9.AMDP.10.TTV.HSLAsec2.42,,,
Lights Catwalk (Main),MWSB.9.AMDP.10.TTV.HSLAsec2.43,,,
Stage Fire Curtains Control Unit,MWSB.9.AMDP.10.TTV.HSLAsec2.44,,,
Outlets (Follow Light/+IBw-Lite Pole+IB0-),MWSB.9.AMDP.10.TTV.HSLAsec2.45,,,
ICI repeater above ceiling,MWSB.9.AMDP.10.TTV.HSLAsec2.46,C02,,
Fire Alarm feed,MWSB.9.AMDP.10.TTV.HSLAsec2.47,,,
Outlet 5 Wire 50 Amp,MWSB.9.AMDP.10.TTV.HSLAsec2.49,,,
